#,Item No.,Item Description,Base Price List,Factor,Primary Currency - Base Price (currency),Primary Currency - Base Price,Primary Currency - Price (currency),Primary Currency - Price,Primary Currency - Manual,Inventory UoM,Pricing Unit,Final Price,INR,USD,EURO
3543,BMC-PRN-E-326,PCB HOLDER - 10,Purchase Price List,1,INR,669,INR,669,N,Manual,Manual,669,1,85.56,92.52
3544,BMC-PRN-E-327,PCB HOLDER - 11,Purchase Price List,1,INR,669,INR,669,N,Manual,Manual,669,1,85.56,92.52
3545,BMC-PRN-E-328,PCB HOLDER - 12,Purchase Price List,1,INR,669,INR,669,N,Manual,Manual,669,1,85.56,92.52
3546,BMC-PRN-E-329,PCB HOLDER - 13,Purchase Price List,1,INR,669,INR,669,N,Manual,Manual,669,1,85.56,92.52
3547,BMC-PRN-E-330,PCB HOLDER - 14,Purchase Price List,1,INR,669,INR,669,N,Manual,Manual,669,1,85.56,92.52
3548,BMC-PRN-E-331,PCB HOLDER - 15,Purchase Price List,1,INR,669,INR,669,N,Manual,Manual,669,1,85.56,92.52
3549,BMC-PRN-E-332,Thermo hygrometer,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3550,BMC-PRN-E-333,Thermo hygrometer,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3551,BMC-PRN-E-334,Thermo hygrometer,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3552,BMC-PRN-E-335,Heater Gun,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3553,BMC-PRN-E-336,Pad Printing Machine,Purchase Price List,1,INR,85550,INR,85550,N,Manual,Manual,85550,1,85.56,92.52
3554,BMC-PRN-E-337,Hot Air Oven triple walled Chamber,Purchase Price List,1,INR,105997,INR,105997,N,Manual,Manual,105997,1,85.56,92.52
3555,BMC-PRN-E-337A,Temperature Controller,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3556,BMC-PRN-E-337B,Timer,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3557,BMC-PRN-E-338,Sealing machine-ESU pencil,Purchase Price List,1,INR,27730,INR,27730,N,Manual,Manual,27730,1,85.56,92.52
3558,BMC-PRN-E-338A,Sealing machine-ESU pencil Temp Controller,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3559,BMC-PRN-E-339,10X Magnifier,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3560,BMC-PRN-E-340,10X Magnifier-QC Trichy,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3561,BMC-PRN-E-341,Ultrasonic cleaner - Trichy,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3562,BMC-PRN-E-342,remote cable inner box fixture,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3563,BMC-PRN-E-343,Semi automatic stripping machine (KOMEX),Purchase Price List,1,INR,865530,INR,865530,N,Manual,Manual,865530,1,85.56,92.52
3564,BMC-PRN-E-344,O2 Leak Tester,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3565,BMC-PRN-E-345,ESD Tester,Purchase Price List,1,INR,41300,INR,41300,N,Manual,Manual,41300,1,85.56,92.52
3566,BMC-PRN-E-346,Soldering Station,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3567,BMC-PRN-E-347,Soldering Bath,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3568,BMC-PRN-E-348,ETO Cylinder,Purchase Price List,1,INR,8400,INR,8400,N,Manual,Manual,8400,1,85.56,92.52
3569,BMC-PRN-E-349,1 HP AIR COMPRESSOR (IC-10T),Purchase Price List,1,INR,28143,INR,28143,N,Manual,Manual,28143,1,85.56,92.52
3570,BMC-PRN-E-350,Soldering Station,Purchase Price List,1,INR,11505,INR,11505,N,Manual,Manual,11505,1,85.56,92.52
3571,BMC-PRN-E-351,Soldering Station,Purchase Price List,1,INR,11505,INR,11505,N,Manual,Manual,11505,1,85.56,92.52
3572,BMC-PRN-E-352,TORQUE SCREW DRIVER,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3573,BMC-PRN-E-353,Steel Rule-15cm,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3574,BMC-PRN-E-354,Steel rule-15cm,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3575,BMC-PRN-E-355,Steel rule-15cm,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3576,BMC-PRN-E-356,Steel rule-15cm,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3577,BMC-PRN-E-357,Steel rule-15cm,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3578,BMC-PRN-E-358,Steel rule-15cm,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3579,BMC-PRN-E-359,Steel rule-15cm,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3580,BMC-PRN-E-360,Steel rule-15cm,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3581,BMC-PRN-E-361,Soldering Station-Hakko,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3582,BMC-PRN-E-362,Soldering Station-Hakko,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3583,BMC-PRN-E-363,Thermo Hygrometer,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3584,BMC-PRN-E-364,Hand Die Grinder,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3585,BMC-PRN-E-365,EPOXY DISPENSER FOR GLUE,Purchase Price List,1,INR,13782,INR,13782,N,Manual,Manual,13782,1,85.56,92.52
3586,BMC-PRN-E-366,SOLDERING STATION-Hakko,Purchase Price List,1,INR,11505,INR,11505,N,Manual,Manual,11505,1,85.56,92.52
3587,BMC-PRN-E-367,SOLDERING STATION -HAKKO,Purchase Price List,1,INR,11505,INR,11505,N,Manual,Manual,11505,1,85.56,92.52
3588,BMC-PRN-E-368,Sato SA408 Printer,Purchase Price List,1,INR,17523,INR,17523,N,Manual,Manual,17523,1,85.56,92.52
3589,BMC-PRN-E-369,Glue gun,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3590,BMC-PRN-E-370,Glue gun,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3591,BMC-PRN-E-371,UV Light,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3592,BMC-PRN-E-372,AUTO FEEDER SOLDER WIRE-HAKKO,Purchase Price List,1,INR,46463,INR,46463,N,Manual,Manual,46463,1,85.56,92.52
3593,BMC-PRN-E-373,SOLDERING STATION -HAKKO,Purchase Price List,1,INR,11505,INR,11505,N,Manual,Manual,11505,1,85.56,92.52
3594,BMC-PRN-E-374,SOLDERING STATION -HAKKO,Purchase Price List,1,INR,11505,INR,11505,N,Manual,Manual,11505,1,85.56,92.52
3595,BMC-PRN-E-375,Weighing machine- mini,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3596,BMC-PRN-E-376,Remote Cable Inner Box - 10 Impression Jig,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3597,BMC-PRN-E-377,SOLDERING STATION -HAKKO,Purchase Price List,1,INR,11505,INR,11505,N,Manual,Manual,11505,1,85.56,92.52
3598,BMC-PRN-E-378,SOLDERING STATION -HAKKO,Purchase Price List,1,INR,11505,INR,11505,N,Manual,Manual,11505,1,85.56,92.52
3599,BMC-PRN-E-379,SOLDERING STATION -HAKKO,Purchase Price List,1,INR,11505,INR,11505,N,Manual,Manual,11505,1,85.56,92.52
3600,BMC-PRN-E-380,SOLDERING STATION -HAKKO FX888D,Purchase Price List,1,INR,11505,INR,11505,N,Manual,Manual,11505,1,85.56,92.52
3601,BMC-PRN-E-381,SOLDERING STATION -HAKKO FX888D,Purchase Price List,1,INR,11505,INR,11505,N,Manual,Manual,11505,1,85.56,92.52
3602,BMC-PRN-E-382,SOLDERING STATION -HAKKO FX888D,Purchase Price List,1,INR,11505,INR,11505,N,Manual,Manual,11505,1,85.56,92.52
3603,BMC-PRN-E-383,HEATER GUN,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3604,BMC-PRN-E-384,Soldering Station-Hakko FX888D,Purchase Price List,1,INR,11505,INR,11505,N,Manual,Manual,11505,1,85.56,92.52
3605,BMC-PRN-E-385,Soldering Station-Hakko FX888D,Purchase Price List,1,INR,11505,INR,11505,N,Manual,Manual,11505,1,85.56,92.52
3606,BMC-PRN-E-386,Soldering Station-Hakko FX888D,Purchase Price List,1,INR,11505,INR,11505,N,Manual,Manual,11505,1,85.56,92.52
3607,BMC-PRN-E-387,Temperature Timer Controller,Purchase Price List,1,INR,15770,INR,15770,N,Manual,Manual,15770,1,85.56,92.52
3608,BMC-PRN-E-388,Electric Torque Screwdriver SD-A1010LSB,Purchase Price List,1,INR,13275,INR,13275,N,Manual,Manual,13275,1,85.56,92.52
3609,BMC-PRN-E-389,Soldering Station-Hakko FX888D,Purchase Price List,1,INR,11505,INR,11505,N,Manual,Manual,11505,1,85.56,92.52
3610,BMC-PRN-E-390,Soldering Station-Hakko FX888D,Purchase Price List,1,INR,11505,INR,11505,N,Manual,Manual,11505,1,85.56,92.52
3611,BMC-PRN-E-391,Soldering Station-Hakko FX888D,Purchase Price List,1,INR,11505,INR,11505,N,Manual,Manual,11505,1,85.56,92.52
3612,BMC-PRN-E-392,Weighing Balance,Purchase Price List,1,INR,9000,INR,9000,N,Manual,Manual,9000,1,85.56,92.52
3613,BMC-PRN-E-393,Heater Gun,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3614,BMC-PRN-E-394A,O2 - Timer,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3615,BMC-PRN-E-394B,O2 - Temperature Controller,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3616,BMC-PRN-E-394C,O2 - Thermo Couple,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3617,BMC-PRN-E-395,O2 - Pressure Gauge -Janatics,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3618,BMC-PRN-E-396,O2 - Pressure Gauge -Janatics,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3619,BMC-PRN-E-397,O2 - Pressure Gauge -Janatics,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3620,BMC-PRN-E-398,Steel Scale 60cm Ajanta,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3621,BMC-PRN-E-399,Thermo Hygrometer,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3622,BMC-PRN-E-400,SOLDER POT - UTP-11 100W,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3623,BMC-PRN-E-401,SOLDER POT - UTP-11 100W,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3624,BMC-PRN-E-402,SOLDERING STATION -HAKKO FX888D,Purchase Price List,1,INR,11505,INR,11505,N,Manual,Manual,11505,1,85.56,92.52
3625,BMC-PRN-E-403,SOLDERING STATION -HAKKO FX888D,Purchase Price List,1,INR,11505,INR,11505,N,Manual,Manual,11505,1,85.56,92.52
3626,BMC-PRN-E-404,SOLDERING STATION -HAKKO FX888D,Purchase Price List,1,INR,11505,INR,11505,N,Manual,Manual,11505,1,85.56,92.52
3627,BMC-PRN-E-405,Thermo Hygrometer,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3628,BMC-PRN-E-406,Air Shower MS Powder Coated Outer Dimension,Purchase Price List,1,INR,171100,INR,171100,N,Manual,Manual,171100,1,85.56,92.52
3629,BMC-PRN-E-407,Comparator stand,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3630,BMC-PRN-E-408,SOLDERING STATION -HAKKO FX888D,Purchase Price List,1,INR,11505,INR,11505,N,Manual,Manual,11505,1,85.56,92.52
3631,BMC-PRN-E-409,SOLDERING STATION -HAKKO FX888D,Purchase Price List,1,INR,11505,INR,11505,N,Manual,Manual,11505,1,85.56,92.52
3632,BMC-PRN-E-410,SOLDERING STATION -HAKKO FX888D,Purchase Price List,1,INR,11505,INR,11505,N,Manual,Manual,11505,1,85.56,92.52
3633,BMC-PRN-E-411,OS TIMER,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3634,BMC-PRN-E-412,SOLDERING STATION -HAKKO FX888D,Purchase Price List,1,INR,11505,INR,11505,N,Manual,Manual,11505,1,85.56,92.52
3635,BMC-PRN-E-413,SOLDERING STATION -HAKKO FX888D,Purchase Price List,1,INR,11505,INR,11505,N,Manual,Manual,11505,1,85.56,92.52
3636,BMC-PRN-E-414,SOLDERING STATION -HAKKO FX888D,Purchase Price List,1,INR,11505,INR,11505,N,Manual,Manual,11505,1,85.56,92.52
3637,BMC-PRN-E-415,Magnifier- 5X,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3638,BMC-PRN-E-416,Digital Multimeter - Rish,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3639,BMC-PRN-E-417,Digital Multimeter - Rish,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3640,BMC-PRN-E-418,Socket Flower Assembly Jig,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3641,BMC-PRN-E-419,PCB EPOXY FILLING JIG - BTL,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3642,BMC-PRN-E-420,AIR COMPRESSOR - 3 HP,Purchase Price List,1,INR,41300,INR,41300,N,Manual,Manual,41300,1,85.56,92.52
3643,BMC-PRN-E-421,RISHABH make Digital Multi Meter,Purchase Price List,1,INR,5640,INR,5640,N,Manual,Manual,5640,1,85.56,92.52
3644,BMC-PRN-E-422,Sato SA408 Printer,Purchase Price List,1,INR,20355,INR,20355,N,Manual,Manual,20355,1,85.56,92.52
3645,BMC-PRN-E-423,SOLDERING STATION -HAKKO FX888D,Purchase Price List,1,INR,11505,INR,11505,N,Manual,Manual,11505,1,85.56,92.52
3646,BMC-PRN-E-424,Horizontal Band sealing machine FR 900,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3647,BMC-PRN-E-424-TC 01,Horizontal Band sealing machine FR 900 -Analog temperature controller TC-01,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3648,BMC-PRN-E-425,Electric glue gun(polyamide),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3649,BMC-PRN-E-426,Hand toggle machine,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3650,BMC-PRN-E-427,Amphenol Connector Assembly Tool,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3651,BMC-PRN-E-428,Steel ruler 1m -Elora,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3652,BMC-PRN-E-429,TIJ handheld inkjet printer,Purchase Price List,1,INR,76700,INR,76700,N,Manual,Manual,76700,1,85.56,92.52
3653,BMC-PRN-E-430,PD022-Peristaltic Dispensing Machine,Purchase Price List,1,INR,60180,INR,60180,N,Manual,Manual,60180,1,85.56,92.52
3654,BMC-PRN-E-431,SOLDERING STATION -HAKKO FX888D,Purchase Price List,1,INR,11505,INR,11505,N,Manual,Manual,11505,1,85.56,92.52
3655,BMC-PRN-E-432,SOLDERING STATION -HAKKO FX888D,Purchase Price List,1,INR,11505,INR,11505,N,Manual,Manual,11505,1,85.56,92.52
3656,BMC-PRN-E-433,SOLDERING STATION -HAKKO FX888D,Purchase Price List,1,INR,11505,INR,11505,N,Manual,Manual,11505,1,85.56,92.52
3657,BMC-PRN-E-434,SOLDERING STATION -HAKKO FX888D,Purchase Price List,1,INR,11505,INR,11505,N,Manual,Manual,11505,1,85.56,92.52
3658,BMC-PRN-E-435,Weighing machine-Small,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3659,BMC-PRN-E-436,Vaccum chamber,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3660,BMC-PRN-E-436A,VACUM CHAMBER HOLDER - SINGLE 1,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3661,BMC-PRN-E-436B,VACUM CHAMBER HOLDER - DUAL 2,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3662,BMC-PRN-E-437,Hotmelt Glue dispenser,Purchase Price List,1,INR,177000,INR,177000,N,Manual,Manual,177000,1,85.56,92.52
3663,BMC-PRN-E-437A,Pressure Gauge - Janatics,Purchase Price List,1,INR,11505,INR,11505,N,Manual,Manual,11505,1,85.56,92.52
3664,BMC-PRN-E-438,Spiral forming tool,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3665,BMC-PRN-E-439,Pin Insertion tool,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3666,BMC-PRN-E-440,Double Side tape fitting Jig,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3667,BMC-PRN-E-441,Punching Machine Membrane,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3668,BMC-PRN-E-442,Ultrasonic Cleaner,Purchase Price List,1,INR,31152,INR,31152,N,Manual,Manual,31152,1,85.56,92.52
3669,BMC-PRN-E-443,PEDIATRIC CLIP GLUE FILLING JIG,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3670,BMC-PRN-E-444,NEONATAL FLEX GLUE FILLING JIG,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3671,BMC-PRN-E-445,SHEATH FOAL FILLING JIG,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3672,BMC-PRN-E-446,Heater Gun- bosch,Purchase Price List,1,INR,2900,INR,2900,N,Manual,Manual,2900,1,85.56,92.52
3673,BMC-PRN-E-447,Heater Gun-BOSCH,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3674,BMC-PRN-E-448,cable tie fastening gun,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3675,BMC-PRN-E-449,SOLDERING STATION -HAKKO FX888D,Purchase Price List,1,INR,11505,INR,11505,N,Manual,Manual,11505,1,85.56,92.52
3676,BMC-PRN-E-450,SOLDERING STATION -HAKKO FX888D,Purchase Price List,1,INR,11505,INR,11505,N,Manual,Manual,11505,1,85.56,92.52
3677,BMC-PRN-E-451,SOLDERING STATION -HAKKO FX888D,Purchase Price List,1,INR,11505,INR,11505,N,Manual,Manual,11505,1,85.56,92.52
3678,BMC-PRN-E-452,SOLDERING STATION -HAKKO FX888D,Purchase Price List,1,INR,11505,INR,11505,N,Manual,Manual,11505,1,85.56,92.52
3679,BMC-PRN-E-453,SOLDERING STATION -HAKKO FX888D,Purchase Price List,1,INR,11505,INR,11505,N,Manual,Manual,11505,1,85.56,92.52
3680,BMC-PRN-E-455,High Frequency Welding Machine - ZG-10KWRC,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3681,BMC-PRN-E-455A,Temperature Controller,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3682,BMC-PRN-E-455B,Pressure Gauge-1,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3683,BMC-PRN-E-455C,Pressure Gauge-2,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3684,BMC-PRN-E-455D,Pressure Gauge-3,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3685,BMC-PRN-E-455E,Pressure Gauge-4,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3686,BMC-PRN-E-455F,Analog Ammeter,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3687,BMC-PRN-E-455G,Analog Timer-1,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3688,BMC-PRN-E-455H,Analog Timer-2,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3689,BMC-PRN-E-455I,Analog Timer-3,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3690,BMC-PRN-E-455J,Analog Timer-4,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3691,BMC-PRN-E-455K,Analog Timer-5,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3692,BMC-PRN-E-455L,Analog Timer-6,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3693,BMC-PRN-E-456,High Frequency Welding Machine - ZG-5KWR,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3694,BMC-PRN-E-456A,Pressure Gauge-1,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3695,BMC-PRN-E-456B,Analog Ammeter,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3696,BMC-PRN-E-456C,Analog Timer-1,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3697,BMC-PRN-E-456D,Analog Timer-2,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3698,BMC-PRN-E-457,Hot melt glue fixture-Center Mould,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3699,BMC-PRN-E-458,Silicone Dispenser,Purchase Price List,1,INR,88500,INR,88500,N,Manual,Manual,88500,1,85.56,92.52
3700,BMC-PRN-E-458A,Pressure Gauge - Janatics,Purchase Price List,1,INR,11505,INR,11505,N,Manual,Manual,11505,1,85.56,92.52
3701,BMC-PRN-E-459,HEATER GUN,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3702,BMC-PRN-E-460,BENCH GRINDING MACHINE,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3703,BMC-PRN-E-461,Heavy Duty Wire Pay off -(25kg load),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3704,BMC-PRN-E-462,Hot melt glue fixture-12 Pin Connector,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3705,BMC-PRN-E-463,Twisting machine,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3706,BMC-PRN-E-464,Semi-automatic soldering machine,Purchase Price List,1,INR,81420,INR,81420,N,Manual,Manual,81420,1,85.56,92.52
3707,BMC-PRN-E-465,Cable winding machine,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3708,BMC-PRN-E-466,SOLDER POT,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3709,BMC-PRN-E-467,Silicone GlueDispenser machine,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3710,BMC-PRN-E-468,EPOXY DISPENSER GUN,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3711,BMC-PRN-E-469,MINI COOLER,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3712,BMC-PRN-E-470,Steel ruler 1m,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3713,BMC-PRN-E-471,Soldering Station,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3714,BMC-PRN-E-472,Soldering Station,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3715,BMC-PRN-E-473,Digital Multimeter,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3716,BMC-PRN-E-474,Temperature controller for Deep freezer,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3717,BMC-PRN-E-475,Differential pressure gauge,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3718,BMC-PRN-E-476,BLOWER GUN (R&D),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3719,BMC-PRN-E-477,SOLDERING STATION (R&D),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3720,BMC-PRN-E-478,10 LEAD ECG CABLE V3 JIG,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3721,BMC-PRN-E-479,RENESAS E2 LITE FLASHING KIT,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3722,BMC-PRN-E-480,Capacitance Meter - DCM-1502,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3723,BMC-PRN-E-481,Thermo Hygrometer,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3724,BMC-PRN-E-482,CLICKER MACHINE MAKE ATOM,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3725,BMC-PRN-E-483,2HP+2HP AIR COMPRESSOR,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3726,BMC-PRN-E-484,Pneumatic Stripping & Twisting machine -PSM 1000+,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3727,BMC-PRN-E-485,Aanma display test jig,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3728,BMC-PRN-E-486,Pulsim display test jig,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3729,BMC-PRN-E-487,Hopper _ Tayu M/C,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3730,BMC-PRN-E-488,SOLDERING STATION -HAKKO FX888D,Purchase Price List,1,INR,11505,INR,11505,N,Manual,Manual,11505,1,85.56,92.52
3731,BMC-PRN-E-489,SOLDERING STATION -HAKKO FX888D,Purchase Price List,1,INR,11505,INR,11505,N,Manual,Manual,11505,1,85.56,92.52
3732,BMC-PRN-E-490,SOLDERING STATION -HAKKO FX888D,Purchase Price List,1,INR,11505,INR,11505,N,Manual,Manual,11505,1,85.56,92.52
3733,BMC-PRN-E-491,SOLDERING STATION -HAKKO FX888D,Purchase Price List,1,INR,11505,INR,11505,N,Manual,Manual,11505,1,85.56,92.52
3734,BMC-PRN-E-492,SOLDERING STATION -HAKKO FX888D,Purchase Price List,1,INR,11505,INR,11505,N,Manual,Manual,11505,1,85.56,92.52
3735,BMC-PRN-E-493,Temperature Controller,Purchase Price List,1,INR,11505,INR,11505,N,Manual,Manual,11505,1,85.56,92.52
3736,BMC-PRN-E-494,Slotted Weight,Purchase Price List,1,INR,11505,INR,11505,N,Manual,Manual,11505,1,85.56,92.52
3737,BMC-PRN-E-496,Pressure Gauge - Janatics,Purchase Price List,1,INR,11505,INR,11505,N,Manual,Manual,11505,1,85.56,92.52
3738,BMC-QC-E-001A,High Voltage Tester,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3739,BMC-QC-E-001B,Timer,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3740,BMC-QC-E-007,Pulse Oximeter - Nellcor,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3741,BMC-QC-E-008,Pulse Oximeter N-600X,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3742,BMC-QC-E-009,Pulse Oximeter Masimo,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3743,BMC-QC-E-010,ECG Recorder,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3744,BMC-QC-E-013,External Micrometer,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3745,BMC-QC-E-014,Digital Vernier Caliper,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
