#,Item No.,Item Description,Base Price List,Factor,Primary Currency - Base Price (currency),Primary Currency - Base Price,Primary Currency - Price (currency),Primary Currency - Price,Primary Currency - Manual,Inventory UoM,Pricing Unit,Final Price,INR,USD,EURO
8455,SFC-0782,3 Lead Main Cable Truscope mini (12 pin),Purchase Price List,1,INR,138.6,INR,138.6,N,Manual,Manual,138.6,1,85.56,92.52
8456,SFC-0783,5 Lead Main Cable Truscope elite (12 pin),Purchase Price List,1,INR,134.57,INR,134.57,N,Manual,Manual,134.57,1,85.56,92.52
8457,SFC-0784,3 Lead Main Cable Truscope elite (12 pin),Purchase Price List,1,INR,132.68,INR,132.68,N,Manual,Manual,132.68,1,85.56,92.52
8458,SFC-0785,10 LEAD CLIP ON -OPEN END WITH DEFIB 1KΩ /2W RESISTOR,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8459,SFC-0786,ESU PENCIL WITHOUT HAND PIECE,Purchase Price List,1,INR,20.5,INR,20.5,N,Manual,Manual,20.5,1,85.56,92.52
8460,SFC-0787,Skanray PCB with Resistor Assembly,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8461,SFC-0788,NEW BUTTON LEAD IMPORTED RA-WHITE- AHA,Purchase Price List,1,INR,40.78,INR,40.78,N,Manual,Manual,40.78,1,85.56,92.52
8462,SFC-0789,NEW BUTTON LEAD IMPORTED LA-BLACK-AHA,Purchase Price List,1,INR,41.18,INR,41.18,N,Manual,Manual,41.18,1,85.56,92.52
8463,SFC-0790,NEW BUTTON LEAD IMPORTED RL-GREEN-AHA,Purchase Price List,1,INR,41.23,INR,41.23,N,Manual,Manual,41.23,1,85.56,92.52
8464,SFC-0791,NEW BUTTON LEAD IMPORTED LL-RED-AHA,Purchase Price List,1,INR,41.2,INR,41.2,N,Manual,Manual,41.2,1,85.56,92.52
8465,SFC-0792,NEW BUTTON LEAD IMPORTED V-BROWN-AHA,Purchase Price List,1,INR,41.16,INR,41.16,N,Manual,Manual,41.16,1,85.56,92.52
8466,SFC-0793,BUTTON LEAD RA AHA WHITE-SKANRAY,Purchase Price List,1,INR,43.24,INR,43.24,N,Manual,Manual,43.24,1,85.56,92.52
8467,SFC-0794,BUTTON LEAD LA AHA BLACK-SKANRAY,Purchase Price List,1,INR,43.24,INR,43.24,N,Manual,Manual,43.24,1,85.56,92.52
8468,SFC-0795,BUTTON LEAD LL AHA RED-SKANRAY,Purchase Price List,1,INR,43.24,INR,43.24,N,Manual,Manual,43.24,1,85.56,92.52
8469,SFC-0796,12 PIN SEMI FINISHED 5 LEAD IMPORTED CABLE - OPEN END,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8470,SFC-0797,12 PIN SEMI FINISHED 3 LEAD IMPORTED CABLE - OPEN END,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8471,SFC-0798,Oxygen sensor flow adaptor with O Ring,Purchase Price List,1,INR,3.88,INR,3.88,N,Manual,Manual,3.88,1,85.56,92.52
8472,SFC-0799,10 LEAD MOULDED WITH 1KΩ 1W RES & CLIP ON LEAD,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8473,SFC-0800,PEDIATRIC SILICON TUBE -1520 MM,Purchase Price List,1,INR,675.01,INR,675.01,N,Manual,Manual,675.01,1,85.56,92.52
8474,SFC-0801,CLIP ON LEAD R IEC RED-SKANRAY (RAL 3031),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8475,SFC-0802,CLIP ON LEAD L IEC YELLOW-SKANRAY (RAL 1003),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8476,SFC-0803,CLIP ON LEAD F IEC D.GREEN-SKANRAY (RAL 6032),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8477,SFC-0804,CLIP ON LEAD  N IEC BLACK-SKANRAY (RAL 9005),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8478,SFC-0805,CLIP ON LEAD  C IEC WHITE-SKANRAY (RAL 9003),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8479,SFC-0806,BIS CABLE CONNECTOR -SEMI FINISHED,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8480,SFC-0807,1 To 1 EXTN CABLE(9 PIN) - 3+2 CORE CABLE - BOX TYPE,Purchase Price List,1,INR,136.88,INR,136.88,N,Manual,Manual,136.88,1,85.56,92.52
8481,SFC-0808,New Clip On Lead with 1 K Resistor,Purchase Price List,1,INR,35.06,INR,35.06,N,Manual,Manual,35.06,1,85.56,92.52
8482,SFC-0809,1 To 1 EXTN CABLE(9 PIN) - 6+2 CORE CABLE - BOX TYPE-GREY,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8483,SFC-0810,Retainer Set With Bacterial Filter,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8484,SFC-0811,5 LEAD SEMI FINISHED CABLE PHILIPS-WHITE,Purchase Price List,1,INR,130.21,INR,130.21,N,Manual,Manual,130.21,1,85.56,92.52
8485,SFC-0812,1 TO 1 EXTN CABLE (3+2 CORE CABLE) - NELLCOR,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8486,SFC-0813,"ADULT CLOTH,BLADDER WITH HOSE ASSEMBLY",Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8487,SFC-0814,VAP WIRE -1,Purchase Price List,1,INR,279.89,INR,279.89,N,Manual,Manual,279.89,1,85.56,92.52
8488,SFC-0815,VAP Wire -2,Purchase Price List,1,INR,291.6,INR,291.6,N,Manual,Manual,291.6,1,85.56,92.52
8489,SFC-0816,VAP Wire -1 -1300mm,Purchase Price List,1,INR,291.6,INR,291.6,N,Manual,Manual,291.6,1,85.56,92.52
8490,SFC-0817,VAP Wire -2-1300mm,Purchase Price List,1,INR,291.6,INR,291.6,N,Manual,Manual,291.6,1,85.56,92.52
8491,SFC-0818,VAP Wire -1 -1500mm,Purchase Price List,1,INR,291.6,INR,291.6,N,Manual,Manual,291.6,1,85.56,92.52
8492,SFC-0819,VAP Wire -2-1500mm,Purchase Price List,1,INR,291.6,INR,291.6,N,Manual,Manual,291.6,1,85.56,92.52
8493,SFC-0820,VAP Wire -1-1600mm,Purchase Price List,1,INR,291.6,INR,291.6,N,Manual,Manual,291.6,1,85.56,92.52
8494,SFC-0821,VAP Wire -2-1600mm,Purchase Price List,1,INR,291.6,INR,291.6,N,Manual,Manual,291.6,1,85.56,92.52
8495,SFC-0822,VAP Wire -2-1400mm,Purchase Price List,1,INR,291.6,INR,291.6,N,Manual,Manual,291.6,1,85.56,92.52
8496,SFC-0823,Adult Silicon Tube - 1500mm,Purchase Price List,1,INR,291.6,INR,291.6,N,Manual,Manual,291.6,1,85.56,92.52
8497,SFC-0824,Adult Silicon Tube - 1000mm,Purchase Price List,1,INR,291.6,INR,291.6,N,Manual,Manual,291.6,1,85.56,92.52
8498,SFC-0825,Adult Silicon Tube - 500mm,Purchase Price List,1,INR,291.6,INR,291.6,N,Manual,Manual,291.6,1,85.56,92.52
8499,SFC-0826,Adult Silicon Tube - 450mm,Purchase Price List,1,INR,291.6,INR,291.6,N,Manual,Manual,291.6,1,85.56,92.52
8500,SFC-0827,Adult Silicon Tube - 2000mm,Purchase Price List,1,INR,291.6,INR,291.6,N,Manual,Manual,291.6,1,85.56,92.52
8501,SFC-0828,PEDIATRIC CLOTH BLADDER WITH HOSE ASSEMBLY,Purchase Price List,1,INR,291.6,INR,291.6,N,Manual,Manual,291.6,1,85.56,92.52
8502,SFC-0829,NEONATAL CLOTH BLADDER WITH HOSE ASSEMBLY,Purchase Price List,1,INR,291.6,INR,291.6,N,Manual,Manual,291.6,1,85.56,92.52
8503,SFC-0830,ADULT LARGE CLOTH BLADDER WITH HOSE ASSEMBLY,Purchase Price List,1,INR,291.6,INR,291.6,N,Manual,Manual,291.6,1,85.56,92.52
8504,SFC-0831,2.6mm Red colour cable with button lead - C1,Purchase Price List,1,INR,38.74,INR,38.74,N,Manual,Manual,38.74,1,85.56,92.52
8505,SFC-0832,2.6mm Yellow colour cable with button lead - C2,Purchase Price List,1,INR,38.74,INR,38.74,N,Manual,Manual,38.74,1,85.56,92.52
8506,SFC-0833,2.6mm Green colour cable with button lead - C3,Purchase Price List,1,INR,39.46,INR,39.46,N,Manual,Manual,39.46,1,85.56,92.52
8507,SFC-0834,2.6mm Black colour cable with button lead - C5,Purchase Price List,1,INR,39.46,INR,39.46,N,Manual,Manual,39.46,1,85.56,92.52
8508,SFC-0835,Neonatal silicon tube with 10mm Blue cuff - 300mm,Purchase Price List,1,INR,39.46,INR,39.46,N,Manual,Manual,39.46,1,85.56,92.52
8509,SFC-0836,Neonatal silicon tube with 10mm Blue cuff - 600mm,Purchase Price List,1,INR,39.46,INR,39.46,N,Manual,Manual,39.46,1,85.56,92.52
8510,SFC-0837,Neonatal silicon tube with 10mm Blue cuff -1200mm,Purchase Price List,1,INR,39.46,INR,39.46,N,Manual,Manual,39.46,1,85.56,92.52
8511,SFC-0838,Pediatric silicon tube - 1500mm,Purchase Price List,1,INR,39.46,INR,39.46,N,Manual,Manual,39.46,1,85.56,92.52
8512,SFC-0839,Adult  silicon tube - 750mm,Purchase Price List,1,INR,39.46,INR,39.46,N,Manual,Manual,39.46,1,85.56,92.52
8513,SFC-0840,Neonatal silicon tube with blue cuff - 600mm,Purchase Price List,1,INR,39.46,INR,39.46,N,Manual,Manual,39.46,1,85.56,92.52
8514,SFC-0841,Neonatal silicon tube with blue cuff - 1200mm,Purchase Price List,1,INR,39.46,INR,39.46,N,Manual,Manual,39.46,1,85.56,92.52
8515,SFC-0842,Hytrel Limb - Adult 500mm,Purchase Price List,1,INR,248.54,INR,248.54,N,Manual,Manual,248.54,1,85.56,92.52
8516,SFC-0843,Hytrel Limb - Adult 750mm,Purchase Price List,1,INR,248.54,INR,248.54,N,Manual,Manual,248.54,1,85.56,92.52
8517,SFC-0844,Hytrel Limb - Adult 1300mm,Purchase Price List,1,INR,248.54,INR,248.54,N,Manual,Manual,248.54,1,85.56,92.52
8518,SFC-0845,Neonatal Silicon Tube with Blue Cuff -1500mm,Purchase Price List,1,INR,577.1,INR,577.1,N,Manual,Manual,577.1,1,85.56,92.52
8519,SFC-0846,Hytrel Limb - Adult 300mm,Purchase Price List,1,INR,248.54,INR,248.54,N,Manual,Manual,248.54,1,85.56,92.52
8520,SFC-0847,Pediatric silicon tube - 750mm,Purchase Price List,1,INR,39.46,INR,39.46,N,Manual,Manual,39.46,1,85.56,92.52
8521,SFC-0848,Pediatric silicon tube  -1000mm,Purchase Price List,1,INR,39.46,INR,39.46,N,Manual,Manual,39.46,1,85.56,92.52
8522,SFC-0849,Neonatal Silicon Tube with Blue Cuff -750mm,Purchase Price List,1,INR,577.1,INR,577.1,N,Manual,Manual,577.1,1,85.56,92.52
8523,SFC-0850,Neonatal Silicon Tube with Blue Cuff -1000mm,Purchase Price List,1,INR,577.1,INR,577.1,N,Manual,Manual,577.1,1,85.56,92.52
8524,SFC-0851,Neonatal Silicon Tube with Blue Cuff -1600mm,Purchase Price List,1,INR,577.1,INR,577.1,N,Manual,Manual,577.1,1,85.56,92.52
8525,SFC-0852,NEW CLIP ON LEAD IMPORTED CABLE 1.5m,Purchase Price List,1,INR,35.42,INR,35.42,N,Manual,Manual,35.42,1,85.56,92.52
8526,SFC-0853,Adult Silicon Tube -1800mm,Purchase Price List,1,INR,291.6,INR,291.6,N,Manual,Manual,291.6,1,85.56,92.52
8527,SFC-0854,Hytrel Limb - Adult 1200mm,Purchase Price List,1,INR,248.54,INR,248.54,N,Manual,Manual,248.54,1,85.56,92.52
8528,SFC-0855,NEW BUTTON LEAD IMPORTED (INNER ONLY),Purchase Price List,1,INR,39.22,INR,39.22,N,Manual,Manual,39.22,1,85.56,92.52
8529,SFC-0856,NEW CLIP ON LEAD - IMPORTED V23,Purchase Price List,1,INR,35.06,INR,35.06,N,Manual,Manual,35.06,1,85.56,92.52
8530,SFC-C496,Pediatric Button Lead - V4-WHITE,Purchase Price List,1,INR,19.6,INR,19.6,N,Manual,Manual,19.6,1,85.56,92.52
8531,SFC-C500,Pediatric Button Lead - V2-RED,Purchase Price List,1,INR,19.61,INR,19.61,N,Manual,Manual,19.61,1,85.56,92.52
8532,SFC-C501,Pediatric Button Lead - V1-YELLOW,Purchase Price List,1,INR,19.61,INR,19.61,N,Manual,Manual,19.61,1,85.56,92.52
8533,SFC-C502,Pediatric Button Lead - V3 -GREEN,Purchase Price List,1,INR,19.55,INR,19.55,N,Manual,Manual,19.55,1,85.56,92.52
8534,SFC-C503,Pediatric Button Lead - RL -BLUE,Purchase Price List,1,INR,19.59,INR,19.59,N,Manual,Manual,19.59,1,85.56,92.52
8535,SFC-C584,Adult Silicon Tube -1600 MM,Purchase Price List,1,INR,554.41,INR,554.41,N,Manual,Manual,554.41,1,85.56,92.52
8536,SFC-C587,Pediatric Silicon Tube -1600 MM,Purchase Price List,1,INR,764.32,INR,764.32,N,Manual,Manual,764.32,1,85.56,92.52
8537,SFC-C594,Adlult Hytrel Limb - 1.6Mtr,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8538,SFC-C640,Neonatal Silicon Tube with White Cuff (10x10mm) -90 mm,Purchase Price List,1,INR,91.48,INR,91.48,N,Manual,Manual,91.48,1,85.56,92.52
8539,SFC-C641,Neonatal Silicon Tube with White Cuff (22mmx10mm) -550 mm,Purchase Price List,1,INR,305.16,INR,305.16,N,Manual,Manual,305.16,1,85.56,92.52
8540,SFC-C651,TEMPERATURE PROBE SKIN -OPEN END,Purchase Price List,1,INR,48.27,INR,48.27,N,Manual,Manual,48.27,1,85.56,92.52
8541,SFC-C656,10 LEAD 2MM BANANA WITH JUNCTION BOX,Purchase Price List,1,INR,700,INR,700,N,Manual,Manual,700,1,85.56,92.52
8542,SFC-C658,ECG TRUNK CABLE FOR 10 LEAD -OPEN END,Purchase Price List,1,INR,204.02,INR,204.02,N,Manual,Manual,204.02,1,85.56,92.52
8543,SFC-C660,R*ASSY C/F ECG CON. TO MB PMS58 -open end,Purchase Price List,1,INR,9.55,INR,9.55,N,Manual,Manual,9.55,1,85.56,92.52
8544,SFC-C661,R*ASSY C/F SPO2 CON. TO MB PMS58 - open end,Purchase Price List,1,INR,15,INR,15,N,Manual,Manual,15,1,85.56,92.52
8545,SFC-C662,REMOTE CABLE-SKANRAY,Purchase Price List,1,INR,1889.72,INR,1889.72,N,Manual,Manual,1889.72,1,85.56,92.52
8546,SFC-C684,ECG LEADS RED & GREEN -SET OF 2 NOS,Purchase Price List,1,INR,67.11,INR,67.11,N,Manual,Manual,67.11,1,85.56,92.52
8547,SFC-C685,PEDIATRIC BUTTON LEAD -W/O COLOUR CODE,Purchase Price List,1,INR,32.72,INR,32.72,N,Manual,Manual,32.72,1,85.56,92.52
8548,SFC-C686,ECG TRUNK CABLE OPEN END -6 PIN BLACK CONNECTOR,Purchase Price List,1,INR,96.23,INR,96.23,N,Manual,Manual,96.23,1,85.56,92.52
8549,SFC-C724-1,ECG LEADS - BUTTON SNAP (ABS),Purchase Price List,1,INR,9.02,INR,9.02,N,Manual,Manual,9.02,1,85.56,92.52
8550,SFC-C724-2,ECG LEADS - BUTTON SNAP (PE),Purchase Price List,1,INR,12.66,INR,12.66,N,Manual,Manual,12.66,1,85.56,92.52
8551,SFC-C757,8 PIN I SLOT REDEL MALE CONNECTOR - OPEN END WITH TINNED,Purchase Price List,1,INR,78.26,INR,78.26,N,Manual,Manual,78.26,1,85.56,92.52
8552,SFC-C758,8Pin Female with Open Cable End,Purchase Price List,1,INR,119.39,INR,119.39,N,Manual,Manual,119.39,1,85.56,92.52
8553,SFC-C759,4Pin Male with Open Cable End,Purchase Price List,1,INR,68.52,INR,68.52,N,Manual,Manual,68.52,1,85.56,92.52
8554,SFC-C760,4Pin Female with Open Cable End,Purchase Price List,1,INR,85.78,INR,85.78,N,Manual,Manual,85.78,1,85.56,92.52
8555,SFC-C761,8 Pin Female to 8 Pin Male Cable,Purchase Price List,1,INR,311.57,INR,311.57,N,Manual,Manual,311.57,1,85.56,92.52
8556,SFC-C762,ECG LEAD BLACK CLIP-ON,Purchase Price List,1,INR,43.41,INR,43.41,N,Manual,Manual,43.41,1,85.56,92.52
8557,SFC-C763,ECG LEAD RED CLIP-ON,Purchase Price List,1,INR,44.05,INR,44.05,N,Manual,Manual,44.05,1,85.56,92.52
8558,SFH2240,Red Photo Diode,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8559,SG5296S,"ECG CABLE, 5LEADS - BUTTON SNAP -TMT MORTARA",Purchase Price List,1,USD,38,USD,38,N,Manual,Manual,3251.28,1,85.56,92.52
8560,SL 414F,4 PIN CONNECTOR RECEPTACLE FEMALE SOCKET,Purchase Price List,1,INR,1149,INR,1149,N,Manual,Manual,1149,1,85.56,92.52
8561,SNIBP-001,BLADDER,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8562,SOF-0001,SOLIDWORKS 3D SOFWARE,Purchase Price List,1,INR,460200,INR,460200,N,Manual,Manual,460200,1,85.56,92.52
8563,SOF-0002,ORCAD - PCB DESIGN,Purchase Price List,1,INR,17700,INR,17700,N,Manual,Manual,17700,1,85.56,92.52
8564,SP,16 pin Connector female,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8565,SPH-002T-P0.5S,CRIMP TERMINAL,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8566,SPHD-001T-P0.5,CONN SOCKET 22-30AWG CRIMP TERMINAL,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8567,SPHD-002T-P0.5,CRIMP TERMINAL,Purchase Price List,1,INR,2.89,INR,2.89,N,Manual,Manual,2.89,1,85.56,92.52
8568,SPHX-002T-P06,RMC 2.54 MM CRIMPING PIN,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8569,SPO-0001,19 pin female socket Redel connector,Purchase Price List,1,INR,471.9,INR,471.9,N,Manual,Manual,471.9,1,85.56,92.52
8570,SPO-0003,19 Pin Lemo Connector Male,Purchase Price List,1,INR,617.5,INR,617.5,N,Manual,Manual,617.5,1,85.56,92.52
8571,SPO-0004,Nellcor Shell Set(White Rubber),Purchase Price List,1,USD,0.75,USD,0.75,N,Manual,Manual,64.17,1,85.56,92.52
8572,SPO-0005,16 pin Lemo Connector,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8573,SPO-0006,7 pin Lemo Connector Single Slot,Purchase Price List,1,USD,9.98,USD,9.98,N,Manual,Manual,853.8888,1,85.56,92.52
8574,SPO-0007,Adult probe Bottom shell,Purchase Price List,1,INR,2.82,INR,2.82,N,Manual,Manual,2.82,1,85.56,92.52
8575,SPO-0008,5 pin Lemo Connector SS,Purchase Price List,1,USD,9.13,USD,9.13,N,Manual,Manual,781.1628,1,85.56,92.52
8576,SPO-0009,12 Pin Connector Rose,Purchase Price List,1,INR,23.41,INR,23.41,N,Manual,Manual,23.41,1,85.56,92.52
8577,SPO-0010,12 pin lemo Connector with Strain reliever,Purchase Price List,1,INR,1372.8,INR,1372.8,N,Manual,Manual,1372.8,1,85.56,92.52
8578,SPO-0011,Nonin Back Cover,Purchase Price List,1,INR,17.65,INR,17.65,N,Manual,Manual,17.65,1,85.56,92.52
8579,SPO-0012,Nonin Connector,Purchase Price List,1,INR,0.99,INR,0.99,N,Manual,Manual,0.99,1,85.56,92.52
8580,SPO-0013,Nonin Strain  Reliever Grey,Purchase Price List,1,INR,0.52,INR,0.52,N,Manual,Manual,0.52,1,85.56,92.52
8581,SPO-0014,Lunar Connector White,Purchase Price List,1,INR,1.15,INR,1.15,N,Manual,Manual,1.15,1,85.56,92.52
8582,SPO-0015,Lunar Connector Back COver,Purchase Price List,1,INR,0.92,INR,0.92,N,Manual,Manual,0.92,1,85.56,92.52
8583,SPO-0016,Lunar 7 pin holder,Purchase Price List,1,INR,0.25,INR,0.25,N,Manual,Manual,0.25,1,85.56,92.52
8584,SPO-0017,Lunar Connector wire gripper,Purchase Price List,1,INR,0.92,INR,0.92,N,Manual,Manual,0.92,1,85.56,92.52
8585,SPO-0018,Lunar Strain Releiver,Purchase Price List,1,INR,0.65,INR,0.65,N,Manual,Manual,0.65,1,85.56,92.52
8586,SPO-0019,Neonatal Led Sensor Holder,Purchase Price List,1,INR,0.18,INR,0.18,N,Manual,Manual,0.18,1,85.56,92.52
8587,SPO-0020,S&W  SPO2 Connector,Purchase Price List,1,INR,266.6,INR,266.6,N,Manual,Manual,266.6,1,85.56,92.52
8588,SPO-0021,Datex Spo2 Connector,Purchase Price List,1,INR,0.94,INR,0.94,N,Manual,Manual,0.94,1,85.56,92.52
8589,SPO-0022,Truscope Mini Connector,Purchase Price List,1,INR,51.85,INR,51.85,N,Manual,Manual,51.85,1,85.56,92.52
8590,SPO-0023,DB9 Male Strain reliever,Purchase Price List,1,INR,0.21,INR,0.21,N,Manual,Manual,0.21,1,85.56,92.52
8591,SPO-0024,9 pin female holder extension,Purchase Price List,1,INR,0.38,INR,0.38,N,Manual,Manual,0.38,1,85.56,92.52
8592,SPO-0025,BCI(Plastic) Male Connector,Purchase Price List,1,INR,41.2,INR,41.2,N,Manual,Manual,41.2,1,85.56,92.52
8593,SPO-0026,Pediatric Clip Top Shell,Purchase Price List,1,INR,0.53,INR,0.53,N,Manual,Manual,0.53,1,85.56,92.52
8594,SPO-0027,Pediatric Clip Bottom Shell,Purchase Price List,1,INR,0.53,INR,0.53,N,Manual,Manual,0.53,1,85.56,92.52
8595,SPO-0028,Pediatric Clip Spring,Purchase Price List,1,INR,2.5,INR,2.5,N,Manual,Manual,2.5,1,85.56,92.52
8596,SPO-0029,Paediatric Clip Rod,Purchase Price List,1,INR,1.75,INR,1.75,N,Manual,Manual,1.75,1,85.56,92.52
8597,SPO-0030,Paediatric Clip Strain Reliever,Purchase Price List,1,INR,1.22,INR,1.22,N,Manual,Manual,1.22,1,85.56,92.52
8598,SPO-0031,Pediatric LED Rubber,Purchase Price List,1,INR,8,INR,8,N,Manual,Manual,8,1,85.56,92.52
8599,SPO-0032,Pediatric Sensor Rubber,Purchase Price List,1,INR,8,INR,8,N,Manual,Manual,8,1,85.56,92.52
8600,SPO-0033,Y Clip Top White,Purchase Price List,1,INR,0.16,INR,0.16,N,Manual,Manual,0.16,1,85.56,92.52
8601,SPO-0034,Y Clip bottom White,Purchase Price List,1,INR,0.16,INR,0.16,N,Manual,Manual,0.16,1,85.56,92.52
8602,SPO-0035,Y Clip Spring White,Purchase Price List,1,INR,1.5,INR,1.5,N,Manual,Manual,1.5,1,85.56,92.52
8603,SPO-0036,Y Clip Rod White,Purchase Price List,1,INR,1.5,INR,1.5,N,Manual,Manual,1.5,1,85.56,92.52
8604,SPO-0037,Y Clip Spring Grey,Purchase Price List,1,INR,1.61,INR,1.61,N,Manual,Manual,1.61,1,85.56,92.52
8605,SPO-0039,Extn BoX Lock (Auto Mould),Purchase Price List,1,INR,1.58,INR,1.58,N,Manual,Manual,1.58,1,85.56,92.52
8606,SPO-0040,Imported Neonatal Shell,Purchase Price List,1,INR,120.25,INR,120.25,N,Manual,Manual,120.25,1,85.56,92.52
8607,SPO-0041,12 PIN CONNECTOR COVER TOP (LIGHT BLUE)ELITE,Purchase Price List,1,INR,0.77,INR,0.77,N,Manual,Manual,0.77,1,85.56,92.52
8608,SPO-0042,12 Pin Connector inner Cover bottom (LIGHT BLUE) ELITE,Purchase Price List,1,INR,0.76,INR,0.76,N,Manual,Manual,0.76,1,85.56,92.52
8609,SPO-0043,12 Pin Connector Inner Cover Top - Green,Purchase Price List,1,INR,1.21,INR,1.21,N,Manual,Manual,1.21,1,85.56,92.52
8610,SPO-0045,GE Inner COver SPO2,Purchase Price List,1,INR,1.85,INR,1.85,N,Manual,Manual,1.85,1,85.56,92.52
8611,SPO-0046,Ge Outer Cover Bone  Grey Spo2,Purchase Price List,1,INR,1.05,INR,1.05,N,Manual,Manual,1.05,1,85.56,92.52
8612,SPO-0047,GE 11 pin SPO2 Connector,Purchase Price List,1,INR,23.94,INR,23.94,N,Manual,Manual,23.94,1,85.56,92.52
8613,SPO-0048,GE Outer COver Grey SPO2,Purchase Price List,1,INR,0.93,INR,0.93,N,Manual,Manual,0.93,1,85.56,92.52
8614,SPO-0049,DatasCope Connector-5 PIN,Purchase Price List,1,INR,180,INR,180,N,Manual,Manual,180,1,85.56,92.52
8615,SPO-0050,Mindray Connector 7Pin Round,Purchase Price List,1,INR,13.69,INR,13.69,N,Manual,Manual,13.69,1,85.56,92.52
8616,SPO-0051,HP Viridya Connector SPO2,Purchase Price List,1,INR,23.22,INR,23.22,N,Manual,Manual,23.22,1,85.56,92.52
8617,SPO-0052,IMPORTED DATEX CONNECTOR SET,Purchase Price List,1,INR,50,INR,50,N,Manual,Manual,50,1,85.56,92.52
8618,SPO-0053,12 pin Connector Yellow – SPO2 moulded,Purchase Price List,1,INR,48.97,INR,48.97,N,Manual,Manual,48.97,1,85.56,92.52
8619,SPO-0054,Imported Masimo Female Connector,Purchase Price List,1,INR,214.5,INR,214.5,N,Manual,Manual,214.5,1,85.56,92.52
8620,SPO-0055,DEFIB Connector,Purchase Price List,1,INR,16.25,INR,16.25,N,Manual,Manual,16.25,1,85.56,92.52
8621,SPO-0056,HP HALF Moon Male Connector,Purchase Price List,1,INR,38.44,INR,38.44,N,Manual,Manual,38.44,1,85.56,92.52
8622,SPO-0059,Paediatric Flux Rubber,Purchase Price List,1,INR,27.2,INR,27.2,N,Manual,Manual,27.2,1,85.56,92.52
8623,SPO-0060,Imported Pediatric Clip Set,Purchase Price List,1,INR,197.6,INR,197.6,N,Manual,Manual,197.6,1,85.56,92.52
8624,SPO-0061,14 pin II slot Female socket Redel 40°,Purchase Price List,1,USD,1.2,USD,1.2,N,Manual,Manual,102.672,1,85.56,92.52
8625,SPO-0062,7 pin II Slot Female Redel 40°,Purchase Price List,1,INR,107.9,INR,107.9,N,Manual,Manual,107.9,1,85.56,92.52
8626,SPO-0063,14 Pin II Slot Redel Connector Male,Purchase Price List,1,USD,1.2,USD,1.2,N,Manual,Manual,102.672,1,85.56,92.52
8627,SPO-0064,9 pin I Slot Redel Connector Male,Purchase Price List,1,USD,0.95,USD,0.95,N,Manual,Manual,81.282,1,85.56,92.52
8628,SPO-0065,8 pin I slot Redel Connector,Purchase Price List,1,INR,72.2,INR,72.2,N,Manual,Manual,72.2,1,85.56,92.52
8629,SPO-0067,12 Pin socket flower  (blue) probe,Purchase Price List,1,INR,0.33,INR,0.33,N,Manual,Manual,0.33,1,85.56,92.52
8630,SPO-0068,12 Pin socket (blue) probe(TRUSCPOE MINI),Purchase Price List,1,INR,0.91,INR,0.91,N,Manual,Manual,0.91,1,85.56,92.52
8631,SPO-0069,12 Pin socket flower(violet),Purchase Price List,1,INR,0.18,INR,0.18,N,Manual,Manual,0.18,1,85.56,92.52
8632,SPO-0070,12 Pin socket (violet),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8633,SPO-0071,12 PIN SPACELAB Connector,Purchase Price List,1,INR,750,INR,750,N,Manual,Manual,750,1,85.56,92.52
8634,SPO-0072,Adult Strain Releiver(BMC),Purchase Price List,1,INR,1.29,INR,1.29,N,Manual,Manual,1.29,1,85.56,92.52
8635,SPO-0076,4 Pin II slot Redel with back cover,Purchase Price List,1,USD,0.75,USD,0.75,N,Manual,Manual,64.17,1,85.56,92.52
8636,SPO-0077,SIEMENS 7pin Connector,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
